"default_code","name","standard_price","list_price","uom_id.id","uom_po_id.id"
"3052310069008","COLORZEN ACRYLIQUE TON PIERRE 5 kg",15415.07,22555.52,1,1
"3052310069014","COLORZEN ACRYLIQUE TON PIERRE 20 kg",59702.83,83162.4,1,1
"3072110003002","COLORZEN LAQUE BEIGE 1 L",5280.03,6764.18,1,1
"3072110003011","COLORZEN LAQUE BEIGE 15 kg",72701.33,95118,1,1
"3072110004011","COLORZEN LAQUE BLANC 15 kg",73440.77,103150,1,1
"3072110005011","COLORZEN LAQUE BLANC CASSE 15 kg",71893.75,95118,1,1
"3072110007011","COLORZEN LAQUE BLEU ACIER 15 kg",71576.07,95118,1,1
"3072110014002","COLORZEN LAQUE Bleu Nuitv",5316.56,6764.18,1,1
"3072110014011","COLORZEN LAQUE Bleu Nuitv",73239.69,95118,1,1
"3072110015002","COLORZEN LAQUE BLEU OCEAN 1 L",5330.63,6764.18,1,1
"3072110015011","COLORZEN LAQUE BLEU OCEAN 15 kg",73447.06,95118,1,1
"3072110025002","COLORZEN LAQUE CREVETTE 1 L",5586.84,8141.2,1,1
"3072110025007","COLORZEN LAQUE CREVETTE 4 kg",20849.65,35102.16,1,1
"3072110025011","COLORZEN LAQUE CREVETTE 15 kg",77222.71,118068,1,1
"3072110027011","COLORZEN LAQUE GRIS ACIER 15 kg",70945.99,95118,1,1
"3072110030011","COLORZEN LAQUE GRIS FUMEE 15 kg",72566.4,95118,1,1
"3072110032011","COLORZEN LAQUE GRIS MAKI 15 kg",72477.85,95118,1,1
"3072110037011","COLORZEN LAQUE IVOIRE 15 kg",72192.91,95118,1,1
"3072110040011","COLORZEN LAQUE BR JAUNE CITRON 15 kg",74564.95,95118,1,1
"3072110042011","COLORZEN LAQUE JAUNE MOYEN 15 kg",71472.42,95118,1,1
"3072110046007","COLORZEN LAQUE JAUNE VIF 4 kg",28988.09,35102.16,1,1
"3072110046011","COLORZEN LAQUE JAUNE VIF 15 kg",107933.82,129000,1,1
"3072110048011","COLORZEN LAQUE NOIR 15 kg",68544.56,95118,1,1
"3072110051002","COLORZEN LAQUE ORANGE 1 L",8913.42,10700,1,1
"3072110051011","COLORZEN LAQUE ORANGE 15 kg",126245.98,152000,1,1
"3072110056011","COLORZEN LAQUE ROUGE BASQUE 15 kg",66483.25,95118,1,1
"3072110061011","COLORZEN LAQUE ROUGE VIF 15 kg",96567.87,118068,1,1
"3072110066011","COLORZEN LAQUE TECK 15 kg",67388.56,95118,1,1
"3072110069011","COLORZEN LAQUE TON PIERRE 15 kg",71640.75,95118,1,1
"3072110076011","COLORZEN LAQUE VERT JARDIN 15 kg",69288.48,95118,1,1
"3072110077002","COLORZEN LAQUE VERT KETSA 1 L",9912.91,11900,1,1
"3072110077007","COLORZEN LAQUE VERT KETSA 4 kg",37744.11,45250,1,1
"3072110077011","COLORZEN LAQUE VERT KETSA 15 kg",140975.4,169000,1,1
"3082310004011","EUROLITH BLANC 15KG",68679.38,98600,1,1
"3092310004011","EUROLITH SUPER BLANC 15 kg",88763.95,127200,1,1
"3052320623008","COLORZEN ACRYLIQUE FUSION E06-23 5kg",52461.9,78692.85,10,10
"3052320657015","COLORZEN ACRYLIQUE FUSION E06-57 25kg",81677.19,122515.78,10,10
"2042110929007","EUROBAT GLYCERO E09-29 4 kg",19007.3,26500,10,10
"2112110026011","EUROSOL GRIS 15 kg",87298.24,126000,1,1
"2112110092011","EUROSOL JAUNE PARC 15 kg",90971.63,126000,1,1
"2112110092007","EUROSOL JAUNE PARC 4 kg",25135.36,36500,1,1
"2112110091011","EUROSOL JAUNE OCRE 15 kg",95995.79,126000,1,1
"2112110091007","EUROSOL JAUNE OCRE 4 kg",26466.76,36500,1,1
"2112110071011","EUROSOL VERT 15 kg",88427.36,126000,1,1
"2112110058011","EUROSOL ROUGE BRUN 15 kg",83772.28,126000,1,1
"3072120536011","COLORZEN LAQUE E05-36 15 KG",71194.89,105000,10,10
"5030037111006","ACRYLIQUE GR 1076",0,0,2,2
"3062322535015","COLORZEN ACRYLIQUE FUSION E25-35 25KG",144343.59,194863.84,1,1
"3062321512015","COLORZEN ACRYLIQUE FUSION E15-12 25KG",157541.57,212681.12,1,1
"3062321513015","COLORZEN ACRYLIQUE FUSION E15-13 25KG",196053.59,264672.34,1,1
"3062320226008","COLORZEN ACRYLIQUE FUSION E02-26 5KG",23585,31839.76,1,1
"3062320736008","COLORZEN ACRYLIQUE FUSION E07-36 5KG",20082.6,27111.51,1,1
"3062321406008","COLORZEN ACRYLIQUE FUSION E14-06 5KG",20109.82,27148.25,1,1
"3062320356015","COLORZEN ACRYLIQUE FUSION E03-56 25KG",93952.89,126836.4,1,1
"3062320356008","COLORZEN ACRYLIQUE FUSION E03-56 5KG",21304.98,28761.73,1,1
"3232340093011","MISE A TEINTE ENDUIT DECORATIF ROSE DES VENTS TEINTE BALI 15L",35415.42,106246.26,1,1
"50100502220028","DISO",0,0,1,1
"5010051222029","AGENT DE MATTAGE OK412",0,0,1,1
"5010052222006","METALEST 631",0,0,1,1
"2042110118007","EUROBAT GLYCERO E01-18 4KG",16505.81,22400,2,2
"2042110118003","EUROBAT GLYCERO E01-18 1l",6388.25,8700,1,1
"3072310026000","COLORZEN LAQUE MAT GRIS VRAC",3031.86,4100,2,2
"2102310071011","EUROTOLE VERT 15kg",64722.49,93750,10,10
"2152210028011","ANTIROUILLE Gris Clair 15 kg",62386.49,92000,10,10
"ACHEMB001","Gaine 50 x 80?",0,0,2,2
"2032320210000","VINYL EUROBAT EXTERIEUR E02-10 VRAC",2386.11,3221,10,10
"2021310004000","ENDUIT EUROBAT Soft Vrac",768.15,1045,10,10
"2102210004011","EUROTOLE SATIN BLANC 15KG",97943.78,132500,10,10
"2042110089011","EUROBAT GLYCERO VERT FONCE 15KG",65000,100000,10,10
"3062321522008","COLORZEN ACRYLIQUE FUSION E15-22 5KG",17125.55,28664.99,1,1
"3062320003008","COLORZEN ACRYLIQUE FUSION E00-03 5KG",16616.66,27723.01,1,1
"3062320126008","COLORZEN ACRYLIQUE FUSION E01-26 5KG",16251.41,27411.54,1,1
"3062321227008","COLORZEN ACRYLIQUE FUSION E12-27 5KG",17176.12,29022.73,1,1
"3062320207008","COLORZEN ACRYLIQUE FUSION E02-07 5KG",20249.39,34429.26,1,1
"3062320357008","COLORZEN ACRYLIQUE FUSION E03-57 5KG",16651.7,29262.78,1,1
"3062321223015","COLORZEN CARYLIQUE FUSION E12-23 25KG",74573.69,159641.54,1,1
"2032320158114","VINYL EUROBAT EXTERIEUR E01-58 20KG",36120.09,49100,1,1
"2032320160114","VINYL EUROBAT EXTERIEUR E01-60 20KG",46716.33,63500,1,1
"2031320157114","VINYL EUROBAT INTERIEUR E01-57 20KG",32067.25,43600,1,1
"2042120339007","EUROBAT GLYCERO E03-39 4KG",20381.13,29500,1,1
"3072121513011","COLORZEN LAQUE E15-13 15 KG",70944.01,98000,1,1
"3062320918008","COLORZEN ACRYLIQUE FUSION E09-18 5KG",17116.54,28273.17,1,1
"3182210004007","EUROLACK SATIN BLANC 4 kg",20416.75,27565,1,1
"3182220032003","EUROLACK SATIN E00-32 1 kg",5956,8050,2,2
"3182220553003","EUROLACK SATIN E05-53 1 kg",6093,8230,2,2
"3182220553007","EUROLACK SATIN E05-53 4 kg",20974,28350,1,1
"3182220648003","EUROLACK SATIN E06-48 1 kg",5619.05,7600,2,2
"3072121513003","COLORZEN LAQUE E15-13 1 L",5160.78,6970,2,2
"2042120160011","EUROBAT GLYCERO E01-60 15KG",64069.79,87500,10,10
"5020037223021","OMYACARB 2 RC",0,0,1,1
"2042120160007","EUROBAT GLYCERO E01-60 4KG",17715,23915,10,10
"2042120160002","EUROBAT GLYCERO E01-60 1L",5630,7600,10,10
"2042120360007","EUROBAT GLYCERO E03-60 4KG",17297,23500,10,10
"2042120309007","EUROBAT GLYCERO E03-09 4KG",20311,27700,10,10
"3062320923015","COLORZEN ACRYLIQUE FUSION E09-23 25KG",177966.8,311404.11,10,10
"3062320245015","COLORZEN ACRYLIQUE FUSION E02-45 25KG",163572.16,327489.27,10,10
"3052331037000","COLORZEN ACRYLIQUE RAL1037 Vrac",2630,3575,2,2
"3052339017008","COLORZEN ACRYLIQUE RAL 9017 5kg",24176,32800,1,1
"3052320938008","COLORZEN ACRYLIQUE E09-38 5kg",76331,103500,1,1
"3052310005015","COLORZEN ACRYLIQUE BLANC CASSE 25 kg",75016,101700,10,10
"2102310081011","EUROTOLE VERT PASTEL 15kg",68599,93000,10,10
"3062320357015","COLORZEN ACRYLIQUE FUSION E03-57 25kg",72500,129341.64,10,10
"3062320632015","COLORZEN ACRYLIQUE FUSION E06-32 25kg",121526.82,207176.25,10,10
"3062321538008","COLORZEN ACRYLIQUE FUSION E15-38 5KG",15860,31832.11,1,1
"3062321538015","COLORZEN ACRYLIQUE FUSION E15-38 25KG",68435,142188.29,1,1
"3062320617015","COLORZEN ACRYLIQUE FUSION E06-17 25KG",80229.3,134514.43,10,10
"3062320216008","COLORZEN ACRYLIQUE FUSION E02-16 5KG",16348.59,27330.98,1,1
"3062320409008","COLORZEN ACRYLIQUE FUSION E04-09 5KG",18686.58,40230.25,10,10
"3062321507008","COLORZEN ACRYLIQUE FUSION E15-07 5KG",15355.06,24969.34,10,10
"3062320526008","COLORZEN ACRYLIQUE FUSION E05-26 5KG",16188.79,26932.19,10,10
"3062320903008","COLORZEN ACRYLIQUE FUSION E09-03 5KG",16359.35,48771.78,10,10
"2042120306002","EUROBAT GLYCERO E03-60 1 l",4934.42,6750,10,10
"2042120309002","EUROBAT GLYCERO E03-09 1 l",5706.31,7770,10,10
"2042110089002","EUROBAT GLYCERO VERT FONCE 1L",5557.79,7590,10,10
"2042110089007","EUROBAT GLYCERO VERT FONCE 4 kg",19730.58,26900,10,10
"3082310004007","EUROLITH BLANC 4KG",19311,28500,10,10
"2162110082011","MARINE PAINTS VERT RAVINALA 15 KG",111867.98,152500,10,10
"2162110082007","MARINE PAINTS VERT RAVINALA 4 KG",30411.73,41500,1,1
"2032310068000","VINYL EUROBAT EXTERIEUR TON BRIQUE VRAC",1730.61,2340,10,10
"2031310026000","VINYL EUROBAT INTERIEUR GRIS VRAC",1308.41,1770,1,1
"2031310026008","VINYL EUROBAT INTERIEUR GRIS 5 kg",8486.03,11500,1,1
"2031310026014","VINYL EUROBAT INTERIEUR GRIS EN CARTON 20 kg",24705.08,35600,1,1
"2031310026114","VINYL EUROBAT INTERIEUR GRIS 20 kg",30555.43,41500,1,1
"2032310026000","VINYL EUROBAT EXTERIEUR GRIS VRAC",1510.31,2040,1,1
"2032310026008","VINYL EUROBAT EXTERIEUR GRIS 5 kg",9436.95,12800,1,1
"2032310026014","VINYL EUROBAT EXTERIEUR GRIS EN CARTON 20 kg",28642.02,41000,1,1
"2032310026114","VINYL EUROBAT EXTERIEUR GRIS 20 kg",34391.42,46750,1,1
"2031310028000","VINYL EUROBAT INTERIEUR GRIS CLAIR VRAC",1239.89,1680,1,1
"2031310028008","VINYL EUROBAT INTERIEUR GRIS CLAIR 5 kg",8163.29,11075,1,1
"2031310028014","VINYL EUROBAT INTERIEUR GRIS CLAIR EN CARTON 20 kg",23368.88,33800,1,1
"2031310028114","VINYL EUROBAT INTERIEUR GRIS CLAIR 20 kg",29253.5,39600,1,1
"2032310028000","VINYL EUROBAT EXTERIEUR GRIS CLAIR VRAC",1444.16,1950,1,1
"2032310028008","VINYL EUROBAT EXTERIEUR GRIS CLAIR 5 kg",9125.39,12400,1,1
"2032310028014","VINYL EUROBAT EXTERIEUR GRIS CLAIR EN CARTON 20 kg",27352.09,39200,1,1
"2032310028114","VINYL EUROBAT EXTERIEUR GRIS CLAIR 20 kg",33134.57,44800,1,1
"3062320066008","COLORZEN ACRYLIQUE FUSION E00-66 5KG ",16300,28363.04,10,10
"3072120554008","COLORZEN LAQUE E05-54 4 KG",19625.55,26600,10,10
"3072120554002","COLORZEN LAQUE E05-54 1 L",5273.39,7150,1,1
"3052331037008","COLORZEN ACRYLIQUE RAL 1037 5 kg",15765.03,21290,1,1
"3052310044015","COLORZEN ACRYLIQUE JAUNE SABLE E05-52 25 kg",87208.53,118500,1,1
"2042121223007","EUROBAT GLYCERO E12-23 4KG",18081.38,24750,1,1
"2042121223011","EUROBAT GLYCERO E12-23 15KG",65466.88,89500,1,1
"2042121223002","EUROBAT GLYCERO E12-23 1L",5135.48,6985,1,1
"2042120066007","EUROBAT GLYCERO E00-66 4KG",17747.77,24140,1,1
"2042120066002","EUROBAT GLYCERO E00-66 1L",5050.06,6870,1,1
"2042120066011","EUROBAT GLYCERO E00-66 15KG",64207.97,87325,1,1
"2042320249003","EUROBAT GLYCERO MAT E02-49 1KG",3853,5280,1,1
"2042320249008","EUROBAT GLYCERO MAT E02-49 5KG",15231,21000,1,1
"2042320249014","EUROBAT GLYCERO MAT E02-49 20KG",57684.09,79030,1,1
"2042320042003","EUROBAT GLYCERO MAT E00-42 1KG",3705,5075,1,1
"2042320042008","EUROBAT GLYCERO MAT E00-42 5KG",14532,19910,1,1
"2042320042014","EUROBAT GLYCERO MAT E00-42 20KG",54863.82,75165,1,1
"2032320146000","VINYL EUROBAT EXTERIEUR E01-46 VRAC",1709,2325,1,1
"2032320146008","VINYL EUROBAT EXTERIEUR E01-46 5KG",10373,14110,1,1
"2032320146114","VINYL EUROBAT EXTERIEUR E01-46 20KG",38165,51905,1,1
"2032320149000","VINYL EUROBAT EXTERIEUR E01-49 VRAC",2726,3710,1,1
"2032320149008","VINYL EUROBAT EXTERIEUR E01-49 5KG",15161,20620,1,1
"2032320149114","VINYL EUROBAT EXTERIEUR E01-49 20KG",57482,78175,1,1
"2042120153007","EUROBAT GLYCERO E01-53 4KG",19122,26195,1,1
"2042120153011","EUROBAT GLYCERO E01-53 15KG",69391,95065,1,1
"2042120153002","EUROBAT GLYCERO E01-53 1L",5402,7400,1,1
"2042310076003","EUROBAT GLYCERO MAT VERT JARDIN 1KG",4244,5815,1,1
"2042310076008","EUROBAT GLYCERO MAT VERT JARDIN 5 KG",17071,23390,1,1
"2042310076014","EUROBAT GLYCERO MAT VERT JARDIN 20 KG",65109,89200,1,1
"2032320546000","VINYL EUROBAT EXTERIEUR E05-46 VRAC",1853,2520,1,1
"2032320546114","VINYL EUROBAT EXTERIEUR E05-46 20KG",36644,51500,1,1
"2032321511000","VINYL EUROBAT EXTERIEUR E15-11 VRAC",1614,2195,1,1
"2032321511008","VINYL EUROBAT EXTERIEUR E15-11 5 kg",11051,15030,1,1
"2032321511114","VINYL EUROBAT EXTERIEUR E15-11 20 kg",40901,55625,1,1
"3082310037011","EUROLITH IVOIRE 15KG",66005,92500,1,1
"2042210004011","EUROBAT GLYCERO SATIN BLANC 15kg",56228.32,84400,1,1
"2042120432000","EUROBAT GLYCERO E04-32 VRAC",4239.53,5770,1,1
"2042120432002","EUROBAT GLYCERO E04-32 1 l",6956.63,9465,1,1
"2042120432007","EUROBAT GLYCERO E04-32 4 kg",18150.02,24690,1,1
"2042120432011","EUROBAT GLYCERO E04-32 15kg",65725.89,89400,1,1
"2042120434000","EUROBAT GLYCERO E04-34 VRAC",4440.08,6040,1,1
"2042120434002","EUROBAT GLYCERO E04-34 1 l",5343.58,7270,1,1
"2042120434007","EUROBAT GLYCERO E04-34 4 kg",18894.06,25700,1,1
"2042120434011","EUROBAT GLYCERO E04-34 15kg",68533.59,93210,1,1
"2032320547000","VINYL EUROBAT EXTERIEUR E05-47 VRAC",1398.41,1905,1,1
"2032320547008","VINYL EUROBAT EXTERIEUR E05-47 5KG",10153.5,13810,1,1
"2032320547114","VINYL EUROBAT EXTERIEUR E05-47 20KG",37281.94,50705,1,1
"2032320234000","VINYL EUROBAT EXTERIEUR E02-34 VRAC",2086.61,2840,1,1
"2032320234008","VINYL EUROBAT EXTERIEUR E02-34 5KG",8909.91,12120,1,1
"2032320234114","VINYL EUROBAT EXTERIEUR E02-34 20KG",32265.35,43885,1,1
"3082310094000","EUROLITH PASTEL VRAC",4566.49,6300,2,2
"3082310000000","EUROLITH Transparent Vrac",3813.11,5250,10,10
"3082310004000","EUROLITH BLANC VRAC",4539.77,6300,10,10
"2032320357000","VINYL EUROBAT EXTERIEUR E03-57 VRAC",1511,2040,10,10
"2032320357008","VINYL EUROBAT EXTERIEUR E03-57 5 kg",9437,12740,10,10
"2032320357114","VINYL EUROBAT EXTERIEUR E03-57 20KG",34392,46430,10,10
"2032320359000","VINYL EUROBAT EXTERIEUR E03-59 VRAC",2390,3230,10,10
"2032320359008","VINYL EUROBAT EXTERIEUR E03-59 5 kg",12500,18500,10,10
"2032320359114","VINYL EUROBAT EXTERIEUR E03-59 20KG",51090,68975,10,10
"3062320529008","COLORZEN ACRYLIQUE FUSION E05-29 5KG",25048.44,52411.77,10,10
"2102310020011","EUROTOLE BRUN ROUGE 15KG",71188.28,91832.88,10,10
"3082310068000","EUROLITH TON BRIQUE VRAC",4511,6320,1,1
"3082310068007","EUROLITH TON BRIQUE 4KG",19201,28750,1,1
"3082310068011","EUROLITH TON BRIQUE 15KG",65255,99000,1,1
"2032320358000","VINYL EUROBAT EXTERIEUR E03-58 VRAC",1926,2601,1,1
"2032320358008","VINYL EUROBAT EXTERIEUR E03-58 5 kg",11391,15380,1,1
"2032320358114","VINYL EUROBAT EXTERIEUR E03-58 20KG",42272,57070,1,1
"2032320238000","VINYL EUROBAT EXTERIEUR E02-38 VRAC",2220,2997,1,1
"2032320238008","VINYL EUROBAT EXTERIEUR E02-38 5 kg",12776,17250,1,1
"2032320238114","VINYL EUROBAT EXTERIEUR E02-38 20KG",47858,64610,1,1
"2032320342000","VINYL EUROBAT EXTERIEUR E03-42 VRAC",1488,2009,1,1
"2032320342008","VINYL EUROBAT EXTERIEUR E03-42 5 kg",9328,12595,1,1
"2032320342114","VINYL EUROBAT EXTERIEUR E03-42 20KG",33952,45840,1,1
"2042120343000","EUROBAT GLYCERO E03-43 VRAC",5398,7288,1,1
"2042120343002","EUROBAT GLYCERO E03-43 1L",6254,8445,1,1
"2042120343007","EUROBAT GLYCERO E03-43 4KG",22446,30305,1,1
"2042120343011","EUROBAT GLYCERO E03-43 15KG",81937,110615,1,1
"2042121442000","EUROBAT GLYCERO E14-42 VRAC",4180,5643,1,1
"2042121442002","EUROBAT GLYCERO E14-42 1L",5096,6870,1,1
"2042121442007","EUROBAT GLYCERO E14-42 4KG",17927,24205,1,1
"2042121442011","EUROBAT GLYCERO E14-42 15KG",64885,87595,1,1
"2102210004007","EUROTOLE SATIN BLANC 4KG",26971,36415,10,10
"2032320070000","VINYL EUROBAT EXTERIEUR E00-70 VRAC",1521,2054,1,1
"2032320070008","VINYL EUROBAT EXTERIEUR E00-70 5 kg",9484,12805,1,1
"2032320070114","VINYL EUROBAT EXTERIEUR E00-70 20KG",34578,46685,1,1
"2032320412000","VINYL EUROBAT EXTERIEUR E04-12 VRAC",1528,2063,1,1
"2032320412008","VINYL EUROBAT EXTERIEUR E04-12 5 kg",9520,12855,1,1
"2032320412114","VINYL EUROBAT EXTERIEUR E04-12 20KG",34723,46880,1,1
"2032320203000","VINYL EUROBAT EXTERIEUR E02-03 VRAC",2063,2786,1,1
"2032320203008","VINYL EUROBAT EXTERIEUR E02-03 5 kg",12040,16255,1,1
"2032320203114","VINYL EUROBAT EXTERIEUR E02-03 20KG",44892,60605,1,1
"2032321448000","VINYL EUROBAT EXTERIEUR E14-48 VRAC",1982,2676,1,1
"2032321448008","VINYL EUROBAT EXTERIEUR E14-48 5 kg",11656,15740,1,1
"2032321448114","VINYL EUROBAT EXTERIEUR E14-48 20KG",43340,58510,1,1
"2032321223000","VINYL EUROBAT EXTERIEUR E12-23 VRAC",1974,2665,1,1
"2032321223008","VINYL EUROBAT EXTERIEUR E12-23 5 kg",11621,15690,1,1
"2032321223114","VINYL EUROBAT EXTERIEUR E12-23 20KG",43200,58320,1,1
"2032320523000","VINYL EUROBAT EXTERIEUR E05-23 VRAC",3125,4219,1,1
"2032320523008","VINYL EUROBAT EXTERIEUR E05-23 5 kg",17041,23010,1,1
"2032320523114","VINYL EUROBAT EXTERIEUR E05-23 20KG",65063,87840,1,1
"3052320918008","COLORZEN ACRYLIQUE E09-18 5 kg",17893,24340,1,1
"2042332009000","EUROBAT GLYCERO MAT RAL 2009 VRAC",4350,5873,10,10
"2042332009008","EUROBAT GLYCERO MAT RAL 2009 5 kg",22843.21,31200,10,10
"2042332009014","EUROBAT GLYCERO Mat RAL 2009 20 kg",88394.2,121000,10,10
"2042232009000","EUROBAT GLYCERO SATIN RAL 2009 VRAC",5081.69,6861,10,10
"2042232009007","EUROBAT GLYCERO SATIN RAL 2009 4KG",21274.44,28750,10,10
"2042232009011","EUROBAT GLYCERO SATIN RAL 2009 15KG",77516.17,104650,10,10
"3062321103015","COLORZEN ACRYLIQUE FUSION E11-03 25 kg",155813.89,322144.98,10,10
"2032323637000","VINYL EUROBAT EXTERIEUR E02-36/37 VRAC",1591.15,2149,2,2
"2032323637008","VINYL EUROBAT EXTERIEUR E02-36/37 5 kg",9817.75,13255,10,10
"2032323637114","VINYL EUROBAT EXTERIEUR E02-36/37 20KG",35927.57,48505,10,10
"2262210004000","EURACRYL SUPER MAT BLANC VRAC",4300,6500,1,1
"2262210004008","EURACRYL SUPER SATIN BLANC 5KG",21716.63,29320,1,1
"2262210004114","EURACRYL SUPER SATIN BLANC 20 KG",83927.27,113305,1,1
"2252340095011","MISE A TEINTE ENDUIT DECORATIF EVEIL DES SENS TEINTE BISCUIT 15L",63272,189817,1,1
"2252340096011","MISE A TEINTE ENDUIT DECORATIF EVEIL DES SENS TEINTE SUCRE D'ORGE 15L",9225,27675,1,1
"2252340097011","MISE A TEINTE ENDUIT DECORATIF EVEIL DES SENS TEINTE TILLEUL 15L",32891,98674,1,1
"2042110098000","EUROBAT GLYCERO BLEU SOGEA VRAC",4043,5499,2,2
"2042110098002","EUROBAT GLYCERO BLEU SOGEA 1L",3900,6000,1,1
"2042110098007","EUROBAT GLYCERO BLEU SOGEA 4 kg",14800,22200,1,1
"2042110098011","EUROBAT GLYCERO BLEU SOGEA 15KG",62974,85645,1,1
"272340099011","DISO",798,2394,1,1
"2272340099011","MISE A LA TEINTE ENDUIT DECORATIF Terre Polie Teinte Gris De Boulaoua",798,2394,1,1
"2042332009003","EUROBAT GLYCERO MAT RAL 2009 1 kg",5258.01,7100,10,10
"2031320531000","VINYL EUROBAT INTERIEUR E05-31 VRAC",1340.92,1811,1,1
"2031320531008","VINYL EUROBAT INTERIEUR E05-31 5KG",8639.14,11665,1,1
"2031320531114","VINYL EUROBAT INTERIEUR E05-31 20KG",31173.09,42085,1,1
"2032320626000","VINYL EUROBAT EXTERIEUR E06-26 VRAC",1434.88,1952,1,1
"2032320626008","VINYL EUROBAT EXTERIEUR E06-26 5 kg",9081.72,12355,1,1
"2032320626114","VINYL EUROBAT EXTERIEUR E06-26 20KG",32958.41,44825,1,1
"2042110027000","EUROBAT GLYCERO GRIS ACIER VRAC",3815.67,5152,1,1
"2042120532000","EUROBAT GLYCERO E05-32 VRAC",3810.33,5144,1,1
"2042120532002","EUROBAT GLYCERO E05-32 1L",4745.32,6410,1,1
"2042120532007","EUROBAT GLYCERO E05-32 4KG",16557.69,22355,1,1
"2042120532011","EUROBAT GLYCERO E05-32 15KG",59717.12,80620,1,1
"2042120621000","EUROBAT GLYCERO E06-21 VRAC",4006.16,5409,1,1
"2042120621002","EUROBAT GLYCERO E06-21 1L",4931.36,6660,1,1
"2042120621007","EUROBAT GLYCERO E06-21 4KG",18081.38,24410,1,1
"2042120621011","EUROBAT GLYCERO E06-21 15KG",62458.67,84320,1,1
"2042120903000","EUROBAT GLYCERO E09-03 VRAC",4730.66,6387,1,1
"2042120903002","EUROBAT GLYCERO E09-03 1L",5619.63,7590,1,1
"2042120903007","EUROBAT GLYCERO E09-03 4KG",19972.1,26965,1,1
"2042120903011","EUROBAT GLYCERO E09-03 15KG",75700,113600,1,1
"2042121342000","EUROBAT GLYCERO E13-42 VRAC",3790.91,5118,1,1
"2042121342002","EUROBAT GLYCERO E13-42 ",4726.87,6385,1,1
"2042121342007","EUROBAT GLYCERO E13-42 1L",16485.63,22260,1,1
"2042121342011","EUROBAT GLYCERO E13-42 4KG",59445.17,80255,1,1
"2121110000000","EUROVERNIS Incolore Vrac",4601.81,6213,1,1
"2132110000000","VERNIS MOBILIER Incolore Vrac",6255.71,8446,1,1
"3072110039000","COLORZEN LAQUE JAUNE AGRIVET VRAC",5812.74,7848,1,1
"3072110039002","COLORZEN LAQUE JAUNE AGRIVET 1 L",6467.19,8735,1,1
"3072110039007","COLORZEN LAQUE JAUNE AGRIVET 4 kg",24287.65,32790,1,1
"3072110039011","COLORZEN LAQUE JAUNE AGRIVET 15 kg",90196.3,121770,1,1
"3072110072000","COLORZEN LAQUE VERT AGRIVET VRAC",4625.16,6244,1,1
"3072110072007","COLORZEN LAQUE VERT AGRIVET 4 kg",19881.72,26845,1,1
"3072110072011","COLORZEN LAQUE VERT AGRIVET 15 kg",73570.16,99320,1,1
"3052320705015","COLORZEN ACRYLIQUE FUSION E07-05 25 kg",45374.35,262930.56,10,10
"3052320140015","COLORZEN ACRYLIQUE FUSION E01-40 25 kg",131585.44,226541.13,10,10
"3052320425008","COLORZEN ACRYLIQUE FUSION E04-25 5 kg",23720.47,56076.29,1,1
"4042110002002","DECORZEN Alu 1 l",6392.28,9200,1,1
"4042110002007","DECORZEN Alu 4 kg",22989.49,32900,1,1
"4042110002011","DECORZEN Alu 15 kg",83988.05,120100,1,1
"4042110050002","DECORZEN Or Pale 1 l",13982.64,17930,1,1
"4042110050007","DECORZEN Or Pale 4 kg",52631.87,67490,1,1
"4042110050011","DECORZEN Or Pale 15 kg",195846.07,251135,1,1
"2032320531000","VINYL EUROBAT EXTERIEUR E05-31 VRAC",1340.92,1824,1,1
"2032320531008","VINYL EUROBAT EXTERIEUR E05-31 5 kg",8639.14,11750,1,1
"2032320531114","VINYL EUROBAT EXTERIEUR E05-31 20KG",31173.09,42400,1,1
"2032320126000","VINYL EUROBAT EXTERIEUR E01-26 VRAC",1505.36,2048,1,1
"2032320126008","VINYL EUROBAT EXTERIEUR E01-26 5 kg",9413.66,12805,1,1
"2032320126114","VINYL EUROBAT EXTERIEUR E01-26 20KG",34297.46,46645,1,1
"2032320217000","VINYL EUROBAT EXTERIEUR E02-17 VRAC",1432.64,1949,1,1
"2032320217008","VINYL EUROBAT EXTERIEUR E02-17 5 kg",9071.13,12340,1,1
"2032320217114","VINYL EUROBAT EXTERIEUR E02-17 20KG",32915.72,44770,1,1
"2032321246000","VINYL EUROBAT EXTERIEUR E12-46 VRAC",1695,2306,1,1
"2032321246008","VINYL EUROBAT EXTERIEUR E12-46 5 kg",10306.86,14020,1,1
"2032321246114","VINYL EUROBAT EXTERIEUR E12-46 20KG",37900.63,51545,1,1
"2032320506000","VINYL EUROBAT EXTERIEUR E05-06 VRAC",1394.63,1897,1,1
"2032320506008","VINYL EUROBAT EXTERIEUR E05-06 5 kg",8892.11,12095,1,1
"2032320506114","VINYL EUROBAT EXTERIEUR E05-06 20KG",32193.53,43785,1,1
"2032320251000","VINYL EUROBAT EXTERIEUR E02-51 VRAC",1467.79,1997,1,1
"2032320251008","VINYL EUROBAT EXTERIEUR E02-51 5kg",9236.71,12565,1,1
"2032320251114","VINYL EUROBAT EXTERIEUR E02-51 20KG",33583.64,45675,1,1
"2032321218000","VINYL EUROBAT EXTERIEUR E12-18 VRAC",1749.71,2380,1,1
"2032321218008","VINYL EUROBAT EXTERIEUR E12-18 5 kg",10564.53,14370,1,1
"2032321218114","VINYL EUROBAT EXTERIEUR E12-18 20KG",38940.02,52960,1,1
